title	doi	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis	created	deposited	published.print	indexed	issue	issued	member	page	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	subject	type	volume	short.container.title	published.online	language	update.policy	subtitle	archive_	na.	isbn
Balance Impairments after Brachial Plexus Injury as Assessed through Clinical and Posturographic Evaluation	10.3389/fnhum.2015.00715	http://dx.doi.org/10.3389/fnhum.2015.00715	1662-5161	Frontiers in Human Neuroscience	Lidiane Souza			2016	1453727629	0	0	0	0	1	0	1	0	1	0	44	1	TRUE	Lidiane Souza, Thiago Lemos, Débora C. Silva, José M. de Oliveira, José F. Guedes Corrêa, Paulo L. Tavares, Laura A. Oliveira, Erika C. Rodrigues, Claudia D. Vargas	1662-5161	9	4.4	0.787	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Basal and Resting Metabolic Rates of Physically Disabled Adult Subjects: A Systematic Review of Controlled Cross-Sectional Studies	10.1159/000365175	http://dx.doi.org/10.1159/000365175	0250-6807	Annals of Nutrition and Metabolism	Ainá Innocencio da Silva Gomes			2014	1433954184	1	0	0	0	1	0	0	0	1	0	36	1	TRUE	Ainá Innocencio da Silva Gomes, Patrícia dos Santos Vigário, Míriam Raquel Meira Mainenti, Marina de Figueiredo Ferreira, Beatriz Gonçalves Ribeiro, Eliane de Abreu Soares	0250-6807	3	7.6	0.849	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Beneficial Effects of Ischemic Preconditioning in Resistance Exercise Fade Over Time	10.1055/s-0042-109066	http://dx.doi.org/10.1055/s-0042-109066	0172-4622	International Journal of Sports Medicine	M. Marocolo			2016	1491906845	0	0	0	0	9	0	9	0	9	0	103	5	FALSE	M. Marocolo, I. Marocolo, G. da Mota, R. Simão, A. Maior, H.-J. Coriolano	0172-4622	33	5.4	0.965	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Benefits of Whole-Body Vibration, as a Component of the Pulmonary Rehabilitation, in Patients with Chronic Obstructive Pulmonary Disease: A Narrative Review with a Suitable Approach	10.1155/2016/2560710	http://dx.doi.org/10.1155/2016/2560710	1741-427X	Evidence-based Complementary & Alternative Medicine (eCAM)	Danubia Sá-Caputo			2016	1463777838	0	0	0	0	5	0	5	0	5	0	54	3	TRUE	Danubia Sá-Caputo, Cintia Renata Gonçalves, Danielle Soares Morel, Eloá Moreira Marconi, Patrícia Fróes, Rogério Rufino, Cláudia Henrique Costa, Agnaldo José Lopes, Adriano Arnóbio, Nasser Ribeiro Asad, Pedro Jesus Marin, Trentham Furness, Mario Bernardo-Filho	1741-427X	10	3.5	0.469	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Benign Paroxysmal Positional Vertigo: comparison of two recent international guidelines	10.1590/s1808-86942011000200009	http://dx.doi.org/10.1590/s1808-86942011000200009	1808-8686	Brazilian Journal of Otorhinolaryngology	André Luís dos Santos Silva			2011	1663788976	0	0	0	0	2	0	2	0	2	0	74	2	TRUE	André Luís dos Santos Silva, Marina Reis Campos Marinho, Fabiana Maria de Vasconcelos Gouveia, Julio Guilherme Silva, Arthur de Sá Ferreira, Renato Cal	1808-8686	11	NA	0.53	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Better work ability is associated with lower levels of both occupational stress and occupational physical activity in professional drivers: A cross-sectional study	10.1097/jom.0000000000002918	http://dx.doi.org/10.1097/jom.0000000000002918	1076-2752	Journal of Occupational & Environmental Medicine	Cynthia Mara Zilli Casagrande			2023	1690293066	0	0	0	0	6	0	6	0	6	0	0	4	FALSE	Cynthia Mara Zilli Casagrande, Jean Paulo Farias, Ney Armando de Mello Meziat Filho, Leandro Alberto Calazans Nogueira, Arthur de Sá Ferreira	1076-2752	0	3.4	0.741	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Beyond deficit or compensation: new insights on postural control after long-term total visual loss	10.1007/s00221-016-4799-x	http://dx.doi.org/10.1007/s00221-016-4799-x	0014-4819	Experimental Brain Research	Maitê M. Russo			2016	1477653752	0	0	0	0	1	0	1	0	1	0	37	1	FALSE	Maitê M. Russo, Thiago Lemos, Luís A. Imbiriba, Nathalia L. Ribeiro, Claudia D. Vargas	0014-4819	10	3.5	0.662	B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Biopsychosocial approaches to telerehabilitation for chronic primary musculoskeletal pain: A real possibility for physical therapists, that is here to stay	10.1016/j.bjpt.2021.04.011	http://dx.doi.org/10.1016/j.bjpt.2021.04.011	1413-3555	Brazilian Journal of Physical Therapy	Jessica Fernandez			2022	1660262341	1	0	0	0	42	0	22	0	23	0	34	14	TRUE	Jessica Fernandez, Luciana Crepaldi Lunkes, Ney Meziat-Filho	1413-3555	0	6.4	0.975	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Body sway and movement strategies for control of postural stability in people with spinocerebellar ataxia type 3: A cross-sectional study	10.1016/j.clinbiomech.2022.105711	http://dx.doi.org/10.1016/j.clinbiomech.2022.105711	0268-0033	Clinical Biomechanics	Ana Fernanda Galvão			2022	1657132497	0	0	0	0	8	0	6	0	6	0	5	5	FALSE	Ana Fernanda Galvão, Thiago Lemos, Camilla Polonini Martins, Carlos Henrique Ramos Horsczaruk, Laura Alice Santos Oliveira, Arthur de Sá Ferreira	0268-0033	1	3.7	0.541	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brazilian studies on pulmonary function in COPD patients: what are the gaps?	10.2147/copd.s54328	http://dx.doi.org/10.2147/copd.s54328	1178-2005	International Journal of Chronic Obstructive Pulmonary Disease	Pedro Melo			2016	1468521105	0	0	0	0	3	0	3	0	3	0	45	2	TRUE	Pedro Melo, Agnaldo Lopes	1178-2005	5	NA	0.924	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brazilian version of the Functional Status Score for the ICU: translation and cross-cultural adaptation	10.5935/0103-507x.20170006	http://dx.doi.org/10.5935/0103-507x.20170006	0103-507X	Revista Brasileira de Terapia Intensiva	Vinicius Zacarias Maldaner da Silva			2017	1594379868	1	0	0	0	47	0	16	0	17	0	117	10	TRUE	Vinicius Zacarias Maldaner da Silva, Jose Aires de Araújo Neto, Gerson Cipriano Júnior, Mariela Pinedo, Dale M. Needham, Jennifer M. Zanni, Fernando Silva Guimarães	0103-507X	13	2.7	0.449	B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Breast reconstruction and risk of lymphedema after mastectomy: A prospective cohort study with 10 years of follow-up	10.1016/j.bjps.2016.06.001	http://dx.doi.org/10.1016/j.bjps.2016.06.001	1748-6815	Journal of Plastic, Reconstructive & Aesthetic Surgery (JPRAS)	Monique M. Menezes			2016	1530712892	2	0	0	0	13	0	4	0	7	0	56	6	FALSE	Monique M. Menezes, Marcelo A. Bello, Eduardo Millen, Frederico A.S. Lucas, Flávia N. Carvalho, Mauro F.C. Andrade, Ana Carolina P.R. Pereira, Rosalina J. Koifman, Anke Bergmann	1748-6815	8	2.9	0.826	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caffeine Increased Muscle Endurance Performance Despite Reduced Cortical Activation and Unchanged Neuromuscular Efficiency and Corticomuscular Coherence	10.3390/nu11102471	http://dx.doi.org/10.3390/nu11102471	2072-6643	Nutrients	Paulo Franco-Alvarenga			2019	1593058254	0	0	0	0	66	0	56	0	56	0	66	35	TRUE	Paulo Franco-Alvarenga, Cayque Brietzke, Raul Canestri, Márcio Goethel, Bruno Viana, Flávio Pires	2072-6643	9	9.0	1.291	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caffeine increases motor output entropy and performance in 4 km cycling time trial	10.1371/journal.pone.0236592	http://dx.doi.org/10.1371/journal.pone.0236592	1932-6203	PLOS ONE	Bruno Ferreira Viana			2020	1629117602	0	0	0	4	23	0	17	0	21	0	30	49	TRUE	Bruno Ferreira Viana, Gabriel S. Trajano, Carlos Ugrinowitsch, Flávio Oliveira Pires	1932-6203	3	6.0	0.885	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Can Heart Rate Variability be used to Estimate Gas Exchange Threshold in Obese Adolescents?	10.1055/s-0034-1398654	http://dx.doi.org/10.1055/s-0034-1398654	0172-4622	International Journal of Sports Medicine	F. Vasconcellos			2015	1428387219	1	0	0	0	6	0	5	0	6	0	102	4	FALSE	F. Vasconcellos, A. Seabra, R. Montenegro, F. Cunha, E. Bouskela, P. Farinatti	0172-4622	11	5.4	0.965	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Can home rehabilitation impact impulse oscillometry and lung ultrasound findings in patients with scleroderma-associated interstitial lung disease? A pilot study	10.1186/s13104-022-06064-6	http://dx.doi.org/10.1186/s13104-022-06064-6	1756-0500	BMC Research Notes	Samantha Gomes de Alegria			2022	1653990993	0	0	0	0	4	0	4	0	4	0	10	4	TRUE	Samantha Gomes de Alegria, Patrícia Frascari Litrento, Iasmim de Oliveira Farias, Thiago Thomaz Mafort, Agnaldo José Lopes	1756-0500	1	4.2	0.534	B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Can Transcranial Direct Current Stimulation Improve the Resistance Strength and Decrease the Rating Perceived Scale in Recreational Weight-Training Experience?	10.1519/jsc.0000000000001457	http://dx.doi.org/10.1519/jsc.0000000000001457	1064-8011	Journal of Strength & Conditioning Research	Eduardo Lattari			2016	1482933684	0	0	0	0	7	0	6	0	6	0	118	4	TRUE	Eduardo Lattari, Maria L. Andrade, Alberto S. Filho, Antônio M. Moura, Geraldo M. Neto, Júlio G. Silva, Nuno B. Rocha, Ti-Fei Yuan, Oscar Arias-Carrión, Sérgio Machado	1064-8011	43	6.8	1.3	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cardiac autonomic dysfunction in anabolic steroid users	10.1111/j.1600-0838.2011.01436.x	http://dx.doi.org/10.1111/j.1600-0838.2011.01436.x	0905-7188	Scandinavian Journal of Medicine & Science in Sports	A. S. Maior			2012	1422422394	0	0	0	0	2	0	2	0	2	0	75	1	FALSE	A. S. Maior, A. R. Carvalho, S. R. Marques-Neto, P. Menezes, P. P. Soares, J. H. M. Nascimento	0905-7188	4	7.8	1.331	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cardiac autonomic response after cranial technique of the fourth ventricle (cv4) compression in systemic hypertensive subjects	10.1016/j.jbmt.2017.11.013	http://dx.doi.org/10.1016/j.jbmt.2017.11.013	1360-8592	Journal of Bodywork & Movement Therapies	Ana Christina Certain Curi			2018	1653438383	10	0	0	0	27	0	10	0	20	0	151	11	FALSE	Ana Christina Certain Curi, Alex Souto Maior Alves, Julio Guilherme Silva	1360-8592	10	2.5	0.404	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cardiorespiratory Response to Six-Minute Step Test in Post COVID-19 Patients—A Cross Sectional Study	10.3390/healthcare11101386	http://dx.doi.org/10.3390/healthcare11101386	2227-9032	Healthcare	Amna Omar			2023	1685652591	0	0	0	0	3	0	3	0	3	0	1	3	TRUE	Amna Omar, Arthur de Sá Ferreira, Fatma A. Hegazy, Gopala Krishna Alaparthi	2227-9032	0	4.9	0.55	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cardiovascular Autonomic Dysfunction in Patients with Morbid Obesity	10.5935/abc.20150125	http://dx.doi.org/10.5935/abc.20150125	0066-782X	Arquivos Brasileiros de Cardiologia	Maurício de Sant Anna Junior			2015	1446832199	0	0	0	0	1	0	1	0	1	0	43	1	TRUE	Maurício de Sant Anna Junior, João Regis Ivar Carneiro, Renata Ferreira Carvalhal, Diego de Faria Magalhães Torres, Gustavo Gavina da Cruz, José Carlos do Vale Quaresma, Jocemir Ronaldo Lugon, Fernando Silva Guimarães	0066-782X	1	3.4	0.359	B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Central Sensitization Inventory is a useless instrument for detection of the impairment of the conditioned pain modulation in patients with chronic musculoskeletal pain	10.1016/j.jbspin.2020.105127	http://dx.doi.org/10.1016/j.jbspin.2020.105127	1297-319X	Joint Bone Spine	Márcia Cliton Bezerra			2021	1681244159	0	0	0	0	26	0	14	0	14	0	48	8	FALSE	Márcia Cliton Bezerra, Juliana Valentim Bittencourt, Felipe José Jandre Reis, Renato Santos de Almeida, Ney Armando Mello Meziat-Filho, Leandro Alberto Calazans Nogueira	1297-319X	10	4.4	0.963	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Central sensitization patients present different characteristics compared with other musculoskeletal patients: A case–control study	10.3109/21679169.2016.1150509	http://dx.doi.org/10.3109/21679169.2016.1150509	2167-9169	The European Journal Of Physiotherapy	Leandro Alberto Calazans Nogueira			2016	1479177205	0	0	0	0	15	0	12	0	12	0	54	7	FALSE	Leandro Alberto Calazans Nogueira, Aline De Oliveira Chaves, Ariane Dos Santos Wendt, Raphael Luz Soares De Souza, Felipe José Jandre Reis, Fernanda Guimarães De Andrade	2167-9169	11	2.0	0.349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cerebral Dynamics during the Observation of Point-Light Displays Depicting Postural Adjustments	10.3389/fnhum.2017.00217	http://dx.doi.org/10.3389/fnhum.2017.00217	1662-5161	Frontiers in Human Neuroscience	Eduardo F. Martins			2017	1494702974	0	0	0	0	3	0	3	0	3	0	33	1	TRUE	Eduardo F. Martins, Thiago Lemos, Ghislain Saunier, Thierry Pozzo, Daniel Fraiman, Claudia D. Vargas	1662-5161	5	4.4	0.787	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Challenges and Perspectives for Research on Work Ability in Professional Drivers: A Scoping Review	10.7888/juoeh.44.25	http://dx.doi.org/10.7888/juoeh.44.25	0387-821X	Journal of UOEH	Cynthia Mara Zilli CASAGRANDE			2022	1646997650	0	0	0	0	1	0	1	0	1	0	12	1	TRUE	Cynthia Mara Zilli CASAGRANDE, Arthur de Sá FERREIRA	0387-821X	0	1.4	0.302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Changes in alpha band activity associated with application of the compression of fourth ventricular (CV-4) osteopathic procedure: A qEEG pilot study	10.1016/j.jbmt.2012.10.002	http://dx.doi.org/10.1016/j.jbmt.2012.10.002	1360-8592	Journal of Bodywork & Movement Therapies	Luiz Miana			2013	1555027200	6	0	0	0	11	0	4	0	11	1	114	7	FALSE	Luiz Miana, Victor Hugo do Vale Bastos, Sergio Machado, Oscar Arias-Carrión, Antonio Egidio Nardi, Laís Almeida, Pedro Ribeiro, Dionis Machado, Hollis King, Julio Guilherme Silva	1360-8592	22	2.5	0.404	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Changes in Cortical Activity During Real and Imagined Movements: an ERP Study	10.2174/1745017901309010196	http://dx.doi.org/10.2174/1745017901309010196	1745-0179	Clinical Practice and Epidemiology in Mental Health	Sergio Machado			2013	1498785017	0	0	0	0	1	0	1	0	1	0	48	1	TRUE	Sergio Machado, Oscar Arias-Carrión, Flávia Paes, Pedro Ribeiro, Mauricio Cagy, Roberto Piedade, Leonardo Ferreira Almada, Renato Anghinah, Luis Basile, Maria Francesca Moro, Marco Orsini, Julio Guilherme Silva, Adriana Cardoso Silva, Antonio E. Nardi1	1745-0179	6	5.1	0.906	A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Changes in the distribution of muscle activity when using a passive trunk exoskeleton depend on the type of working task: A high-density surface EMG study	10.1016/j.jbiomech.2021.110846	http://dx.doi.org/10.1016/j.jbiomech.2021.110846	0021-9290	Journal of Biomechanics	F.V. dos Anjos			2022	1649360600	0	0	0	0	14	0	14	0	14	0	35	10	FALSE	F.V. dos Anjos, M. Ghislieri, G.L. Cerone, T.P. Pinto, M. Gazzoni	0021-9290	3	4.9	0.699	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Changing beliefs for changing movement and pain: Classification-based cognitive functional therapy (CB–CFT) for chronic non-specific low back pain	10.1016/j.math.2015.04.013	http://dx.doi.org/10.1016/j.math.2015.04.013	1356-689X	Manual Therapy	N. Meziat Filho			2016	1430082003	1	0	0	0	1	0	0	0	1	0	256	1	FALSE	N. Meziat Filho	1356-689X	10	NA	NA	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Characteristics and prevalence of musculoskeletal injury in professional and non-professional ballet dancers	10.1590/bjpt-rbf.2014.0142	http://dx.doi.org/10.1590/bjpt-rbf.2014.0142	1809-9246	Brazilian Journal of Physical Therapy	Michelle S. S. Costa			2016	1646910185	0	0	0	0	1	0	1	0	1	0	252	1	TRUE	Michelle S. S. Costa, Arthur S. Ferreira, Marco Orsini, Elirez B. Silva, Lilian R. Felicio	1809-9246	34	6.4	0.975	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chinese medicine pattern differentiation and its implications for clinical practice	10.1007/s11655-011-0892-y	http://dx.doi.org/10.1007/s11655-011-0892-y	1672-0415	Chinese Journal of Integrative Medicine	Arthur Sá Ferreira			2011	1666978830	0	0	0	0	1	0	1	0	1	0	109	1	FALSE	Arthur Sá Ferreira, Agnaldo José Lopes	1672-0415	64	5.3	0.483	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Choosing Wisely Brazil: top 5 low-value practices that should be avoided in musculoskeletal physical therapy	10.1016/j.physio.2021.03.003	http://dx.doi.org/10.1016/j.physio.2021.03.003	0031-9406	Physiotherapy / Fizjoterapia	F.J.J. Reis			2021	1661022616	1	0	0	0	55	0	31	0	32	0	18	20	FALSE	F.J.J. Reis, N. Meziat-Filho, R.J. Soares, L.C.L. Correia	0031-9406	1	5.7	0.846	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chronic low back pain and back muscle activity during functional tasks	10.1016/j.gaitpost.2018.01.021	http://dx.doi.org/10.1016/j.gaitpost.2018.01.021	0966-6362	Gait & Posture	Maicom Lima			2018	1683295200	4	1	0	1	29	0	15	0	21	0	219	29	FALSE	Maicom Lima, Arthur Sá Ferreira, Felipe José Jandre Reis, Vanessa Paes, Ney Meziat-Filho	0966-6362	33	4.8	0.779	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chronic low back pain and disability in Brazilian jiu-jitsu athletes	10.1016/j.ptsp.2015.02.005	http://dx.doi.org/10.1016/j.ptsp.2015.02.005	1466-853X	Physical Therapy in Sport	Felipe J.J. Reis			2015	1591112421	2	0	0	0	31	0	20	0	22	0	143	15	FALSE	Felipe J.J. Reis, Mariana D. Dias, Flavia Newlands, Ney Meziat-Filho, Adriana R. Macedo	1466-853X	16	4.5	0.88	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clinical and functional variables can predict general fatigue in patients with acromegaly: an explanatory model approach	10.20945/2359-3997000000127	http://dx.doi.org/10.20945/2359-3997000000127	2359-3997	Archives of Endocrinology and Metabolism	André da Cunha Michalski			2019	1643976962	0	0	0	0	2	0	2	0	2	0	27	1	TRUE	André da Cunha Michalski, Arthur de Sá Ferreira, Leandro Kasuki, Monica R. Gadelha, Agnaldo José Lopes, Fernando Silva Guimarães	2359-3997	0	3.1	0.429	B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cognitive functional therapy (CFT) compared with core training exercise (CTE) in patients with failed back surgery syndrome (FBSS): A study protocol for a randomized controlled trial	10.1016/j.jbmt.2020.08.016	http://dx.doi.org/10.1016/j.jbmt.2020.08.016	1360-8592	Journal of Bodywork & Movement Therapies	Leonardo Avila			2021	1621252716	0	0	0	0	4	0	3	0	3	0	59	2	FALSE	Leonardo Avila, Marcos Lisboa Neves, André Rogério Abreu, Cibelle Ramos Fiuza, Leandro Fukusawa, Ney Meziat-Filho, Adair Roberto Soares Santos	1360-8592	3	2.5	0.404	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cognitive Functional Therapy (CFT) for chronic non-specific neck pain	10.1016/j.jbmt.2017.03.010	http://dx.doi.org/10.1016/j.jbmt.2017.03.010	1360-8592	Journal of Bodywork & Movement Therapies	Ney Meziat-Filho			2018	1517841330	5	0	0	0	30	0	18	0	23	0	123	12	FALSE	Ney Meziat-Filho, Maicom Lima, Jessica Fernandez, Felipe J.J. Reis	1360-8592	2	2.5	0.404	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cognitive functional therapy compared with core exercise and manual therapy in patients with chronic low back pain: randomised controlled trial	10.1097/j.pain.0000000000002644	http://dx.doi.org/10.1097/j.pain.0000000000002644	0304-3959	Pain (03043959)	Julia Castro			2022	1683148562	2	0	0	0	175	0	134	0	136	0	77	82	FALSE	Julia Castro, Luis Correia, Bruno de Sousa Donato, Bruno Arruda, Felipe Agulhari, Marina J. Pellegrini, Fabiana T.C. Belache, Cíntia P. de Souza, Jessica Fernandez, Leandro A.C. Nogueira, Felipe J.J. Reis, Arthur de Sá Ferreira, Ney Meziat-Filho	0304-3959	8	12.5	2.445	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Combination of Hip Strengthening and Manipulative Therapy for the Treatment of Plantar Fasciitis: A Case Report	10.1016/j.jcm.2016.08.001	http://dx.doi.org/10.1016/j.jcm.2016.08.001	1556-3707	Journal of chiropractic medicine (Print)	Bruno Dos Santos			2016	1690761600	2	0	0	1	17	0	11	0	15	0	80	21	TRUE	Bruno Dos Santos, Leticia Amaral Corrêa, Luciano Teixeira Santos, Ney Armando Meziat Filho, Thiago Lemos, Leandro Alberto Calazans Nogueira	1556-3707	8	1.4	0.217	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Comparison Between Lung Ultrasound and Computed Tomographic Findings in Patients With COVID ‐19 Pneumonia	10.1002/jum.15521	http://dx.doi.org/10.1002/jum.15521	0278-4297	Journal of Ultrasound in Medicine	Agnaldo José Lopes			2020	1648579704	0	0	0	0	2	0	1	1	2	0	72	1	TRUE	Agnaldo José Lopes, Thiago Thomaz Mafort, Cláudia Henrique Costa, Rogério Rufino, Mônica Cássia Firmida, Kennedy Martins Kirk, Carolina Gianella Cobo, Hanna da Silva Bessa Costa, Carlos Miguel Brum Queiroz Cruz, Roberto Mogami	0278-4297	16	4.9	0.616	A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Comparison of neck extensor muscle endurance and cervical proprioception between asymptomatic individuals and patients with chronic neck pain	10.1016/j.jbmt.2020.12.040	http://dx.doi.org/10.1016/j.jbmt.2020.12.040	1360-8592	Journal of Bodywork & Movement Therapies	Ravi Shankar Reddy			2021	1643455431	0	0	0	0	6	0	4	0	4	0	39	3	FALSE	Ravi Shankar Reddy, Ney Meziat-Filho, Arthur Sá Ferreira, Jaya Shanker Tedla, Praveen Kumar Kandakurti, Venkata Nagaraj Kakaraparthi	1360-8592	17	2.5	0.404	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
